Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Matériau inconnu à l'Usine A. Poids 218.6 kg, volume 428.3 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu poids 218 6kg volume 428 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Métal de récupération provenant de l'Usine A. Masse 81.2 kg. Forte conductivité (0.802), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse 81 2kg forte conductivité 0 802 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 34.1 kg. Opacité légèrement translucide, souplesse variable. Conditionnement non conforme au protocole.",déchets plastique diver provenant poids 34 1kg opacité légèrement translucide souplesse variable conditionnement non conforme protocole,0,Moyen
"Emballages plastiques récupérés lors d'une collecte citoyenne. Masse 18.2 kg, volume 22.8 L. semi-rigide, non conducteur.",emballages plastique récupérés lors citoyenne masse 18 2kg volume 22 semi rigide non conducteur,0,Inconnu
"Papier usagé depuis le Centre de Tri. Poids relevé : 15.9 kg. Faible rigidité, non conducteur. Lot conforme aux standards de tri.",papier usagé depuis centre tri poids relevé 15 9kg faible rigidité non conducteur conforme standard tri,0,Inconnu
"Lot plastique provenant de l'Usine A. Volume 58.6 L, poids 38.7 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique provenant volume 58 poids 38 7kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet de type papier identifié à l'Usine A. Volume estimé 41.0 L, poids 16.1 kg. Texture souple, très opaque.",papier identifié volume 41 poids 16 1kg texture souple très opaque,0,Inconnu
"Déchet plastique collecté à l'Usine A. Poids 24.0 kg, volume 74.0 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",plastique poids 24 0kg volume 74 rigidité rigide non conducteur surface légèrement translucide,0,Moyen
"Déchets en verre identifiés via la collecte citoyenne. Poids 185.5 kg, volume 373.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés via citoyenne poids 185 5kg volume 373 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet plastique collecté via la collecte citoyenne. Poids 26.7 kg, volume 44.0 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique via citoyenne poids 26 7kg volume 44 rigidité semi rigide non conducteur surface légèrement translucide,0,Moyen
"Feuilles et cartons collectés au Centre de Tri. Masse totale 12.6 kg. Matériau léger, souple et opaque. Acheminement prioritaire demandé.",feuilles carton centre tri masse totale 12 6kg léger souple opaque acheminement prioritaire demandé,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale -99.0 kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton centre tri masse totale 99 0kg léger souple opaque trace humidité détectées,1,Inconnu
"Ferraille ou métal collecté au centre de tri municipal. Masse non mesuré kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal centre tri municipal masse non mesuré haute conductivité électrique rigide prix revente,0,Inconnu
"Déchets en verre identifiés provenant de l'Usine A. Poids 205.6 kg, volume 364.7 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant poids 205 6kg volume 364 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Plastique de tri sélectif depuis l'Usine B. Masse 14.4 kg. Matériau rigide, faible conductivité. Traces d'humidité détectées.",plastique tri sélectif depuis masse 14 4kg rigide faible conductivité trace humidité détectées,1,Inconnu
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 67.1 kg, volume 103.6 L. Conductivité élevée (0.833), rigidité importante. Odeur inhabituelle signalée par l'agent.",métallique détecté lors citoyenne poids 67 1kg volume 103 conductivité élevée 0 833 rigidité importante odeur inhabituelle signalée agent,0,Inconnu
"Emballages plastiques récupérés à l'Usine A. Masse non mesuré kg, volume 69.3 L. semi-rigide, non conducteur.",emballages plastique récupérés masse non mesuré volume 69 semi rigide non conducteur,0,Inconnu
"Lot plastique en provenance de l'Usine A. Volume 33.4 L, poids 23.3 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique volume 33 poids 23 3kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Ferraille ou métal collecté depuis le Centre de Tri. Masse 48.0 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal depuis centre tri masse 48 0kg haute conductivité électrique rigide prix revente,0,Inconnu
"Lot métallique au centre de tri municipal. Poids 44.1 kg, volume 65.8 L. Conducteur, très rigide. Aspect indéterminée. Matériau mélangé à d'autres déchets.",métallique centre tri municipal poids 44 1kg volume 65 conducteur très rigide aspect indéterminée mélangé autres déchets,0,Inconnu
"Métal de récupération provenant de l'Usine A. Masse 63.0 kg. Forte conductivité (0.841), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse 63 0kg forte conductivité 0 841 rigidité élevée bonne valeur marchande,0,Inconnu
"Ferraille ou métal collecté à l'emplacement non spécifié. Masse 38.5 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal emplacement non spécifié masse 38 5kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet métallique détecté via la collecte citoyenne. Poids 80.8 kg, volume 108.5 L. Conductivité élevée (0.888), rigidité importante. État dégradé, recyclage partiel possible.",métallique détecté via citoyenne poids 80 8kg volume 108 conductivité élevée 0 888 rigidité importante état dégradé recyclage partiel possible,0,Inconnu
"Déchet plastique collecté dans un site non renseigné. Poids 45.9 kg, volume 91.5 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique non renseigné poids 45 9kg volume 91 rigidité semi rigide non conducteur surface légèrement translucide,0,Moyen
"Déchet métallique détecté en provenance de l'Usine B. Poids 61.6 kg, volume 119.6 L. Conductivité élevée (0.854), rigidité importante. Traces d'humidité détectées.",métallique détecté poids 61 6kg volume 119 conductivité élevée 0 854 rigidité importante trace humidité détectées,1,Inconnu
"Déchets en verre identifiés en provenance de l'Usine B. Poids non mesuré kg, volume 328.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids non mesuré volume 328 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de 13.7 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne poids léger 13 7kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Métal de récupération au Centre de Tri. Masse 49.4 kg. Forte conductivité (0.934), rigidité élevée. Bonne valeur marchande.",métal récupération centre tri masse 49 4kg forte conductivité 0 934 rigidité élevée bonne valeur marchande,0,Inconnu
"Ferraille ou métal collecté sans localisation enregistrée. Masse 34.4 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal sans localisation enregistrée masse 34 4kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Lot plastique en provenance de l'Usine B. Volume 49.8 L, poids non mesuré kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique volume 49 poids non mesuré aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Lot métallique au centre de tri municipal. Poids 78.7 kg, volume 165.9 L. Conducteur, très rigide. Aspect très opaque. Conditionnement non conforme au protocole.",métallique centre tri municipal poids 78 7kg volume 165 conducteur très rigide aspect très opaque conditionnement non conforme protocole,0,Inconnu
"Déchet métallique détecté à l'Usine B. Poids 43.8 kg, volume 99.9 L. Conductivité élevée (non mesurée), rigidité importante. Aucune anomalie signalée.",métallique détecté poids 43 8kg volume 99 conductivité élevée non mesurée rigidité importante aucune anomalie signalée,0,Inconnu
Déchet inclassifiable détecté en provenance de l'Usine A. Masse estimée 63.5 kg. Agent de tri recommande contrôle visuel supplémentaire. Traces d'humidité détectées.,inclassifiable détecté masse 63 5kg agent tri recommande contrôle visuel supplémentaire trace humidité détectées,1,Inconnu
"Plastique de tri sélectif à l'Usine B. Masse 13.3 kg. Matériau rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif masse 13 3kg rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Métal de récupération depuis le Centre de Tri. Masse 37.5 kg. Forte conductivité (0.965), rigidité élevée. Bonne valeur marchande.",métal récupération depuis centre tri masse 37 5kg forte conductivité 0 965 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet non catégorisé collecté à l'Usine A. Poids 7.2 kg, volume non mesuré L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",non catégorisé poids 7 2kg volume non mesuré caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Emballages plastiques récupérés à l'Usine B. Masse 41.9 kg, volume 70.3 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 41 9kg volume 70 semi rigide non conducteur,0,Inconnu
"Collecte de déchets papier issu de la collecte citoyenne. Masse 16.1 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier citoyenne masse 16 1kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchet plastique collecté dans un site non renseigné. Poids 26.4 kg, volume 58.0 L. Rigidité rigide, non conducteur. Surface semi-opaque.",plastique non renseigné poids 26 4kg volume 58 rigidité rigide non conducteur surface semi opaque,0,Inconnu
"Ferraille ou métal collecté à l'Usine A. Masse 61.7 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal masse 61 7kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Feuilles et cartons collectés lors d'une collecte citoyenne. Masse totale 23.5 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton lors citoyenne masse totale 23 5kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Déchets plastiques divers via la collecte citoyenne. Poids estimé 16.5 kg. Opacité légèrement translucide, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver via citoyenne poids 16 5kg opacité légèrement translucide souplesse variable odeur inhabituelle signalée agent,0,Moyen
"Déchet en verre collecté dans un site non renseigné. Poids lourd : 148.7 kg, volume 292.9 L. Très rigide, non conducteur, aspect légèrement translucide.",verre non renseigné poids lourd 148 7kg volume 292 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Lot métallique en provenance de l'Usine B. Poids 35.6 kg, volume 82.1 L. Conducteur, très rigide. Aspect très opaque. Acheminement prioritaire demandé.",métallique poids 35 6kg volume 82 conducteur très rigide aspect très opaque acheminement prioritaire demandé,0,Inconnu
"Lot plastique au Centre de Tri. Volume 95.8 L, poids 48.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri volume 95 poids 48 1kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié depuis le Centre de Tri. Masse 187.7 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Odeur inhabituelle signalée par l'agent.,verre trié depuis centre tri masse 187 7kg lourd rigidité non mesurée aspect légèrement translucide odeur inhabituelle signalée agent,0,Moyen
"Plastique de tri sélectif en provenance de l'Usine A. Masse 57.6 kg. Matériau semi-rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif masse 57 6kg semi rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Verre recyclable issu de la collecte citoyenne. Poids 191.5 kg, volume 335.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable citoyenne poids 191 5kg volume 335 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet métallique détecté issu de la collecte citoyenne. Poids 54.8 kg, volume 113.5 L. Conductivité élevée (non mesurée), rigidité importante. Étiquetage absent sur le conteneur.",métallique détecté citoyenne poids 54 8kg volume 113 conductivité élevée non mesurée rigidité importante étiquetage absent conteneur,0,Inconnu
"Collecte de déchets papier au Centre de Tri. Masse 19.1 kg. Matériau semi-rigide, sans conductivité électrique. Surface indéterminée.",déchets papier centre tri masse 19 1kg semi rigide sans conductivité électrique surface indéterminée,0,Inconnu
Lot de verre trié à l'Usine A. Masse 197.2 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,verre trié masse 197 2kg lourd extrêmement rigide aspect légèrement translucide étiquetage absent conteneur,0,Moyen
"Lot plastique à l'emplacement non spécifié. Volume 22.4 L, poids 12.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique emplacement non spécifié volume 22 poids 12 5kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet métallique détecté au centre de tri municipal. Poids 51.4 kg, volume 105.2 L. Conductivité élevée (0.899), rigidité importante. Légère contamination observée.",métallique détecté centre tri municipal poids 51 4kg volume 105 conductivité élevée 0 899 rigidité importante légère contamination observée,1,Inconnu
"Verre recyclable au Centre de Tri. Poids 191.2 kg, volume 361.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri poids 191 2kg volume 361 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot plastique à l'emplacement non spécifié. Volume 56.9 L, poids 31.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique emplacement non spécifié volume 56 poids 31 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Plastique de tri sélectif en provenance de l'Usine B. Masse 20.6 kg. Matériau semi-rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif masse 20 6kg semi rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Déchets plastiques divers à l'Usine A. Poids estimé 36.3 kg. Opacité légèrement translucide, souplesse variable. État dégradé, recyclage partiel possible.",déchets plastique diver poids 36 3kg opacité légèrement translucide souplesse variable état dégradé recyclage partiel possible,0,Moyen
"Lot de déchets non identifiés provenant de l'Usine A. Masse 170.8 kg. Comportement physique atypique, classification incertaine. Volume surestimé, vérification recommandée.",déchets non identifiés provenant masse 170 8kg comportement physique atypique classification incertaine volume surestimé vérification recommandée,0,Inconnu
Lot de verre trié à l'Usine A. Masse non mesuré kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Poids anormalement élevé pour cette catégorie.,verre trié masse non mesuré lourd extrêmement rigide aspect légèrement translucide poids anormalement élevé cette catégorie,0,Moyen
Lot de verre trié au centre de tri municipal. Masse 204.5 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié centre tri municipal masse 204 5kg lourd extrêmement rigide aspect légèrement translucide trace humidité détectées,1,Moyen
"Collecte de déchets papier depuis le Centre de Tri. Masse 15.2 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri masse 15 2kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Bris de verre ou contenants depuis le Centre de Tri. Masse 134.2 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur.",bris verre contenants depuis centre tri masse 134 2kg dense rigidité élevée transparence partielle étiquetage absent conteneur,0,Moyen
"Bris de verre ou contenants depuis le Centre de Tri. Masse 170.7 kg. Matériau dense, rigidité élevée, transparence partielle. Poids anormalement élevé pour cette catégorie.",bris verre contenants depuis centre tri masse 170 7kg dense rigidité élevée transparence partielle poids anormalement élevé cette catégorie,0,Moyen
"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 188.1 kg, volume 350.8 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lors citoyenne poids lourd 188 1kg volume 350 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchet de type papier identifié au centre de tri municipal. Volume estimé 21.8 L, poids non mesuré kg. Texture de rigidité non mesurée, très opaque.",papier identifié centre tri municipal volume 21 poids non mesuré texture rigidité non mesurée très opaque,0,Inconnu
"Verre recyclable en provenance de l'Usine B. Poids 178.8 kg, volume 371.3 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable poids 178 8kg volume 371 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif via citoyenne masse non mesuré semi rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 137.8 kg, volume 285.7 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lors citoyenne poids lourd 137 8kg volume 285 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchets plastiques divers au centre de tri municipal. Poids estimé 30.8 kg. Opacité légèrement translucide, souplesse variable. Poids anormalement élevé pour cette catégorie.",déchets plastique diver centre tri municipal poids 30 8kg opacité légèrement translucide souplesse variable poids anormalement élevé cette catégorie,0,Moyen
"Emballages plastiques récupérés provenant de l'Usine A. Masse 28.1 kg, volume 47.5 L. semi-rigide, non conducteur.",emballages plastique récupérés provenant masse 28 1kg volume 47 semi rigide non conducteur,0,Inconnu
"Lot plastique depuis le Centre de Tri. Volume 101.3 L, poids 42.3 kg. Aspect indéterminée, rigidité moyenne. Aucune trace de métal.",plastique depuis centre tri volume 101 poids 42 3kg aspect indéterminée rigidité moyenne aucune trace métal,1,Moyen
"Lot de papier récupéré en provenance de l'Usine A. Poids léger de 8.3 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 8 3kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale 16.3 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton centre tri masse totale 16 3kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse 15.4 kg. Matériau semi-rigide, sans conductivité électrique. Surface indéterminée.",déchets papier depuis centre tri masse 15 4kg semi rigide sans conductivité électrique surface indéterminée,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 179.3 kg, volume 347.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant poids lourd 179 3kg volume 347 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Emballages plastiques récupérés provenant de l'Usine A. Masse 21.9 kg, volume 39.9 L. semi-rigide, non conducteur.",emballages plastique récupérés provenant masse 21 9kg volume 39 semi rigide non conducteur,0,Inconnu
"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 5.7 kg. Matériau léger, souple et opaque. État dégradé, recyclage partiel possible.",feuilles carton provenant masse totale 5 7kg léger souple opaque état dégradé recyclage partiel possible,0,Inconnu
"Collecte de déchets papier à l'Usine A. Masse 10.0 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier masse 10 0kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 193.8 kg, volume 382.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis poids 193 8kg volume 382 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Papier usagé à l'Usine A. Poids relevé : 22.8 kg. Faible rigidité, non conducteur. État dégradé, recyclage partiel possible.",papier usagé poids relevé 22 8kg faible rigidité non conducteur état dégradé recyclage partiel possible,0,Inconnu
Lot de verre trié au centre de tri municipal. Masse 175.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Conditionnement non conforme au protocole.,verre trié centre tri municipal masse 175 0kg lourd extrêmement rigide aspect légèrement translucide conditionnement non conforme protocole,0,Moyen
Déchets métalliques triés au Centre de Tri. Poids non mesuré kg. Conductivité mesurée : 0.998. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés centre tri poids non mesuré conductivité mesurée 0 998 dense résistant légère contamination observée,1,Inconnu
"Collecte de déchets papier à l'Usine B. Masse 15.8 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier masse 15 8kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Métal de récupération provenant de l'Usine A. Masse 58.1 kg. Forte conductivité (0.807), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse 58 1kg forte conductivité 0 807 rigidité élevée bonne valeur marchande,0,Inconnu
"Verre recyclable au Centre de Tri. Poids 160.9 kg, volume 345.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri poids 160 9kg volume 345 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Matériau inconnu en provenance de l'Usine B. Poids 31.0 kg, volume 31.9 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu poids 31 0kg volume 31 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 13.1 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis centre tri poids léger 13 1kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 1850.9 kg, volume 370.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis poids 1850 9kg volume 370 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet non catégorisé collecté à l'Usine B. Poids 22.9 kg, volume 31.8 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",non catégorisé poids 22 9kg volume 31 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Emballages plastiques récupérés issu de la collecte citoyenne. Masse 7.5 kg, volume non mesuré L. semi-rigide, non conducteur.",emballages plastique récupérés citoyenne masse 7 5kg volume non mesuré semi rigide non conducteur,0,Inconnu
Déchets métalliques triés lors d'une collecte citoyenne. Poids 64.3 kg. Conductivité mesurée : 0.931. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés lors citoyenne poids 64 3kg conductivité mesurée 0 931 dense résistant légère contamination observée,1,Inconnu
"Déchets en verre identifiés à l'Usine A. Poids 152.8 kg, volume 325.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids 152 8kg volume 325 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse 38.8 kg. Matériau semi-rigide, faible conductivité. Étiquetage absent sur le conteneur.",plastique tri sélectif via citoyenne masse 38 8kg semi rigide faible conductivité étiquetage absent conteneur,0,Inconnu
"Déchet de type papier identifié à l'Usine B. Volume estimé 39.8 L, poids 19.5 kg. Texture semi-rigide, très opaque.",papier identifié volume 39 poids 19 5kg texture semi rigide très opaque,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse 21.6 kg. Matériau de rigidité non mesurée, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri masse 21 6kg rigidité non mesurée sans conductivité électrique surface très opaque,0,Inconnu
"Déchets métalliques triés depuis le Centre de Tri. Poids 66.1 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Volume surestimé, vérification recommandée.",déchets métalliques triés depuis centre tri poids 66 1kg conductivité mesurée 0 904 dense résistant volume surestimé vérification recommandée,0,Inconnu
"Emballages plastiques récupérés à l'Usine A. Masse 39.3 kg, volume 87.1 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 39 3kg volume 87 semi rigide non conducteur,0,Inconnu
"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 144.9 kg, volume 275.0 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lors citoyenne poids lourd 144 9kg volume 275 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Papier usagé en provenance de l'Usine A. Poids relevé : non mesuré kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé poids relevé non mesuré faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Emballages plastiques récupérés à l'Usine B. Masse 26.3 kg, volume 35.9 L. rigide, non conducteur.",emballages plastique récupérés masse 26 3kg volume 35 rigide non conducteur,0,Inconnu
"Déchets plastiques divers issu de la collecte citoyenne. Poids estimé 21.9 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée.",déchets plastique diver citoyenne poids 21 9kg opacité légèrement translucide souplesse variable aucune anomalie signalée,0,Moyen
"Lot métallique à l'Usine A. Poids 62.9 kg, volume 126.7 L. Conducteur, très rigide. Aspect très opaque. Légère contamination observée.",métallique poids 62 9kg volume 126 conducteur très rigide aspect très opaque légère contamination observée,1,Inconnu
"Lot de papier récupéré au Centre de Tri. Poids léger de 13.9 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré centre tri poids léger 13 9kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse 16.2 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri masse 16 2kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Bris de verre ou contenants en provenance de l'Usine A. Masse 216.3 kg. Matériau dense, rigidité élevée, transparence partielle. Acheminement prioritaire demandé.",bris verre contenants masse 216 3kg dense rigidité élevée transparence partielle acheminement prioritaire demandé,0,Moyen
"Papier usagé à l'Usine A. Poids relevé : 12.2 kg. Faible rigidité, non conducteur. Acheminement prioritaire demandé.",papier usagé poids relevé 12 2kg faible rigidité non conducteur acheminement prioritaire demandé,0,Inconnu
"Bris de verre ou contenants à l'Usine A. Masse 202.6 kg. Matériau dense, rigidité élevée, transparence partielle. Aucune anomalie signalée.",bris verre contenants masse 202 6kg dense rigidité élevée transparence partielle aucune anomalie signalée,0,Moyen
"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 12.6 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 12 6kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchet métallique détecté depuis l'Usine B. Poids 90.3 kg, volume 165.8 L. Conductivité élevée (non mesurée), rigidité importante. Lot conforme aux standards de tri.",métallique détecté depuis poids 90 3kg volume 165 conductivité élevée non mesurée rigidité importante conforme standard tri,0,Inconnu
"Feuilles et cartons collectés depuis le Centre de Tri. Masse totale 14.3 kg. Matériau léger, souple et opaque. Aucune anomalie signalée.",feuilles carton depuis centre tri masse totale 14 3kg léger souple opaque aucune anomalie signalée,0,Inconnu
"Bris de verre ou contenants depuis l'Usine B. Masse 176.6 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants depuis masse 176 6kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
"Déchet en verre collecté en provenance de l'Usine B. Poids lourd : 143.1 kg, volume 282.7 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd 143 1kg volume 282 très rigide non conducteur aspect légèrement translucide,0,Moyen
Déchets métalliques triés issu de la collecte citoyenne. Poids 72.5 kg. Conductivité mesurée : 0.955. Matériau dense et résistant. Aucune anomalie signalée.,déchets métalliques triés citoyenne poids 72 5kg conductivité mesurée 0 955 dense résistant aucune anomalie signalée,0,Inconnu
"Lot de papier récupéré à l'Usine B. Poids léger de 8.6 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 8 6kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de non mesuré kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne poids léger non mesuré volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchet métallique détecté en provenance de l'Usine B. Poids 41.6 kg, volume 116.4 L. Conductivité élevée (0.855), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté poids 41 6kg volume 116 conductivité élevée 0 855 rigidité importante poids anormalement élevé cette catégorie,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale 9.4 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri.",feuilles carton centre tri municipal masse totale 9 4kg léger souple opaque conforme standard tri,0,Inconnu
